Data diagnòstic laboratori/fecha diagnóstico laboratorio;C.Valenciana;Homes/Hombres;Dones/Mujeres;Prov. Alacant/Alicante;Prov. Castelló/Castellón;Prov. València;DEPARTAMENT DE SALUT DE VINAROS;DEPARTAMENT DE SALUT DE CASTELLO;DEPARTAMENT DE SALUT DE LA PLANA;DEPARTAMENT DE SALUT DE SAGUNT;DEPARTAMENT DE SALUT DE VCIA CLINIC-LA MALVA-ROSA;DEPARTAMENT DE SALUT VCIA ARNAU DE VILANOVA LLIRIA;DEPARTAMENT DE SALUT DE VALENCIA - LA FE;DEPARTAMENT DE SALUT DE REQUENA;DEPARTAMENT DE SALUT DE VALENCIA -HOSPITAL GENERAL;DEPARTAMENT DE SALUT DE VALENCIA - DOCTOR PESET;DEPARTAMENT DE SALUT DE LA RIBERA;DEPARTAMENT DE SALUT DE GANDIA;DEPARTAMENT DE SALUT DE DENIA;DEPARTAMENT DE SALUT DE XATIVA - ONTINYENT;DEPARTAMENT DE SALUT D'ALCOI;DEPARTAMENT DE SALUT DE LA MARINA BAIXA;DEPARTAMENT DE SALUT D'ALACANT-SANT JOAN D'ALACANT;DEPARTAMENT DE SALUT D'ELDA;DEPARTAMENT DE SALUT D'ALACANT - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ELX - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ORIHUELA;DEPARTAMENT DE SALUT DE TORREVIEJA;DEPARTAMENT DE SALUT DE MANISES;DEPARTAMENT DE SALUT D'ELX-CREVILLENT
2021-02-12;1116;566;550;410;155;551;18;80;48;39;64;80;47;2;105;89;29;22;27;35;30;32;58;44;71;54;40;23;48;31
2021-02-13;699;351;348;268;102;329;12;45;43;16;48;23;29;4;49;62;20;6;4;37;3;10;45;39;56;39;23;20;37;28
2021-02-14;249;107;142;118;38;93;3;24;11;3;9;16;5;1;19;6;5;5;1;13;1;12;21;10;26;12;15;8;11;12
2021-02-15;699;335;364;261;66;372;7;23;31;16;53;57;51;5;55;44;21;13;13;43;12;25;24;40;36;51;23;23;19;14
2021-02-16;866;408;458;282;118;466;10;66;38;31;47;66;63;11;72;65;16;24;16;37;10;26;18;52;50;45;23;15;38;27
2021-02-17;670;323;347;231;92;347;11;51;29;13;45;38;41;5;49;44;37;18;16;34;15;11;20;40;37;26;15;27;24;24
2021-02-18;526;263;263;189;76;261;5;43;28;12;33;42;49;3;35;27;21;8;11;19;6;13;26;16;49;22;7;20;12;19
2021-02-19;555;256;299;216;63;276;3;40;18;20;32;34;31;2;37;37;15;9;6;37;10;8;24;22;38;35;26;18;24;29
2021-02-20;373;176;197;133;57;183;3;27;27;3;21;17;21;0;42;22;13;14;7;18;10;12;7;26;27;14;10;7;12;13
2021-02-21;161;80;81;76;34;51;3;22;9;0;10;7;5;1;3;12;0;1;9;8;0;1;8;7;24;10;6;1;4;10
2021-02-22;327;161;166;116;28;183;4;12;11;9;19;33;16;0;21;46;15;5;5;5;9;7;15;24;13;18;9;8;15;8
2021-02-23;465;222;243;196;55;214;11;24;19;5;25;26;18;4;61;18;11;8;7;10;13;10;20;38;40;19;23;18;29;8
2021-02-24;388;173;215;139;54;195;5;36;12;10;30;23;13;2;42;30;13;3;5;14;6;7;14;25;29;10;6;17;16;20
2021-02-25;359;188;171;133;46;180;1;21;22;8;22;22;28;3;31;26;21;3;8;9;4;7;15;24;27;17;16;7;9;8
2021-02-26;348;161;187;152;25;171;0;15;9;4;21;18;18;0;35;32;17;7;5;5;6;6;19;10;31;26;18;17;15;14
2021-02-27;196;92;104;84;30;82;2;19;9;1;10;10;11;0;17;18;6;2;4;6;4;1;7;12;17;7;5;16;1;11
2021-02-28;93;54;39;31;20;42;0;8;12;0;1;3;5;0;20;5;1;0;1;3;3;1;3;2;9;5;4;1;4;2
2021-03-01;201;110;91;70;22;109;0;13;9;3;18;16;7;4;18;11;16;6;5;5;5;1;11;10;14;5;6;6;5;7
2021-03-02;263;130;133;91;22;150;2;12;7;5;24;24;9;5;34;16;12;4;6;9;7;4;10;12;20;8;17;7;9;0
2021-03-03;268;138;130;104;17;147;0;10;5;8;24;17;10;3;25;19;6;5;1;8;4;2;17;28;23;6;6;9;24;8
2021-03-04;231;119;112;90;36;105;2;14;20;3;14;15;5;0;34;15;3;3;4;5;7;5;10;10;14;13;14;6;8;7
2021-03-05;223;94;129;77;27;119;3;16;8;1;12;13;11;1;30;25;7;1;1;11;9;5;12;6;17;3;10;9;7;5
2021-03-06;142;76;66;42;24;76;1;10;11;6;13;11;3;0;18;10;3;4;2;1;5;1;9;1;8;3;3;3;9;7
2021-03-07;89;51;38;36;16;37;1;7;8;1;6;8;2;0;4;2;0;1;1;7;2;3;13;0;10;0;0;3;6;4
2021-03-08;135;56;79;54;15;66;0;7;8;8;13;5;5;0;15;8;4;0;1;3;1;5;4;16;10;3;3;5;5;6
2021-03-09;186;95;91;40;24;122;3;10;11;3;14;18;7;1;33;18;5;4;3;6;1;3;4;1;9;5;9;3;13;2
2021-03-10;159;80;79;60;17;82;0;11;6;2;11;11;8;0;19;17;2;0;1;6;1;6;4;10;12;14;7;4;6;1
2021-03-11;168;82;86;51;13;104;2;4;5;10;17;13;1;1;22;14;10;4;3;9;6;4;6;3;16;3;6;1;5;3
2021-03-12;175;78;97;56;25;94;1;14;10;3;15;4;12;0;28;15;6;1;2;4;4;3;5;4;20;8;5;2;6;3
2021-03-13;107;45;62;26;13;68;1;5;7;1;16;6;14;0;16;6;2;2;3;3;1;3;2;0;3;5;4;5;2;0
2021-03-14;55;28;27;12;13;30;1;6;5;2;2;2;2;0;5;5;1;5;0;4;0;0;1;1;3;0;7;0;3;0
2021-03-15;122;56;66;24;9;89;2;5;2;0;19;10;8;1;16;19;6;2;1;4;3;5;4;0;2;3;1;4;4;1
2021-03-16;116;55;61;36;7;73;0;6;1;2;16;6;6;0;21;15;2;0;2;0;1;3;7;5;6;5;6;1;5;0
2021-03-17;134;73;61;32;25;77;7;12;6;3;8;7;6;0;27;8;6;3;2;5;1;0;2;5;8;4;6;2;4;2
2021-03-18;121;59;62;52;23;46;3;13;6;5;5;1;4;0;13;7;1;1;3;6;1;4;7;4;9;7;11;2;4;4
2021-03-19;75;35;40;22;20;33;5;4;10;3;4;3;5;0;2;1;2;1;1;3;0;8;1;1;5;4;1;1;10;0
2021-03-20;57;31;26;12;5;40;1;1;3;1;6;1;3;0;7;5;5;0;2;11;0;0;2;1;3;1;2;0;1;1
2021-03-21;55;26;29;11;11;33;0;7;4;1;8;0;4;0;8;3;5;2;0;1;0;1;2;2;1;1;1;2;1;1
2021-03-22;105;49;56;35;8;62;3;4;1;3;18;9;2;0;13;8;5;0;9;2;0;3;4;7;1;1;4;6;2;0
2021-03-23;181;87;94;39;15;127;3;5;7;2;17;13;17;2;27;18;10;2;8;10;4;6;2;3;4;4;4;3;9;1
2021-03-24;138;69;69;37;18;83;1;6;11;8;15;11;5;0;14;12;7;1;8;2;2;2;3;6;6;6;2;0;8;2
2021-03-25;140;67;73;31;16;93;2;10;4;6;15;12;7;0;18;17;5;3;1;5;3;4;3;9;1;3;5;2;5;0
2021-03-26;174;78;96;45;20;109;2;9;8;6;21;21;17;0;13;12;9;0;9;5;1;2;6;0;5;12;3;4;6;3
2021-03-27;119;60;59;32;9;78;0;4;5;5;18;6;4;0;19;7;7;6;3;1;2;8;7;2;5;0;3;1;5;1
2021-03-28;37;19;18;14;4;19;0;2;2;0;3;1;3;1;1;2;6;1;0;1;0;8;1;0;1;2;1;0;0;1
2021-03-29;115;66;49;32;8;75;0;5;2;8;16;11;6;0;11;16;3;1;5;1;1;4;1;1;3;9;1;3;3;4
2021-03-30;194;90;104;59;30;105;6;11;12;10;33;10;8;1;9;13;7;0;6;4;2;8;7;3;13;7;6;4;11;3
2021-03-31;184;88;96;47;24;113;5;8;11;4;34;7;13;0;23;17;4;2;14;4;2;4;7;3;9;3;1;1;5;3
2021-04-01;177;96;81;70;16;91;4;4;7;1;22;15;8;2;11;11;4;3;9;4;5;5;11;6;12;9;4;6;11;3
2021-04-02;116;59;57;39;27;50;8;4;15;0;4;9;6;3;9;7;4;2;6;4;0;7;9;3;9;0;2;2;2;1
2021-04-03;83;47;36;24;20;39;11;2;3;5;14;3;3;2;4;7;4;0;0;1;1;2;4;0;6;1;3;4;0;3
2021-04-04;65;33;32;16;16;33;6;8;2;0;6;5;6;1;3;5;1;0;1;2;1;3;3;1;1;1;2;3;4;0
2021-04-05;63;29;34;19;6;38;0;2;4;0;5;7;4;1;4;6;4;1;3;0;0;2;1;0;9;0;1;3;6;0
2021-04-06;178;93;85;35;22;121;4;4;11;5;22;14;19;1;18;24;9;0;6;4;3;3;5;5;6;1;2;3;8;1
2021-04-07;208;103;105;48;24;136;0;10;14;0;19;25;26;2;28;17;7;1;1;0;1;12;3;5;6;4;6;7;10;4
2021-04-08;184;97;87;52;29;103;2;7;20;3;25;19;14;0;16;7;7;4;4;3;0;9;8;7;12;3;2;6;5;1
2021-04-09;163;79;84;59;19;85;1;10;7;7;14;14;11;2;14;5;2;9;0;1;2;15;9;7;15;4;1;5;7;1
2021-04-10;163;71;92;40;39;84;1;17;21;1;14;10;12;1;15;9;7;5;3;2;0;7;3;3;10;8;1;3;8;2
2021-04-11;76;36;40;27;8;41;2;3;3;0;5;8;2;6;5;8;2;5;1;0;3;3;4;0;12;3;0;1;0;0
2021-04-12;96;47;49;32;28;36;7;7;14;1;9;4;4;4;2;2;5;3;2;1;0;3;4;1;7;4;4;5;1;2
2021-04-13;155;75;80;41;32;82;5;8;18;10;12;13;6;1;14;15;7;3;9;2;0;6;3;9;3;6;2;1;0;2
2021-04-14;196;99;97;57;19;120;3;9;6;10;17;15;14;0;19;13;13;4;2;3;0;6;12;6;6;11;2;6;13;6
2021-04-15;210;106;104;54;38;118;5;15;14;7;18;20;13;0;13;23;16;8;2;3;0;8;8;5;7;7;7;4;1;6
2021-04-16;147;73;74;33;31;83;2;14;15;1;21;18;6;0;15;9;5;3;3;1;0;4;11;2;0;2;5;5;4;1
2021-04-17;142;72;70;39;40;63;4;8;28;3;7;7;8;2;14;10;5;1;2;2;3;7;4;1;8;5;7;1;4;1
2021-04-18;77;37;40;19;18;40;0;0;18;2;4;8;2;6;4;3;6;2;1;0;1;1;1;1;5;1;4;4;3;0
2021-04-19;114;57;57;36;20;58;3;2;14;7;5;7;7;4;11;6;0;8;7;2;4;1;4;2;4;9;3;2;2;0
2021-04-20;206;110;96;54;48;104;2;13;33;1;20;11;6;1;12;25;18;2;5;3;1;3;9;3;11;6;15;0;5;1
2021-04-21;197;107;90;57;49;91;6;23;19;6;16;12;7;1;15;14;11;3;3;1;5;13;7;5;5;7;4;5;6;3
2021-04-22;179;83;96;47;39;93;2;12;24;2;19;11;12;6;16;9;6;4;2;3;3;7;13;4;7;2;8;0;6;1
2021-04-23;313;138;175;58;59;196;4;25;29;3;94;16;14;3;19;25;13;2;9;2;2;9;5;12;9;2;4;4;6;2
2021-04-24;137;65;72;37;30;70;3;9;17;3;19;5;3;1;12;8;16;1;2;0;2;5;5;0;7;6;4;4;3;2
2021-04-25;75;36;39;23;28;24;1;5;22;1;1;1;4;2;2;4;2;2;0;2;0;3;7;0;2;7;4;0;3;0
2021-04-26;158;76;82;47;17;94;2;5;8;6;25;14;7;0;11;16;5;8;5;3;0;5;5;9;6;4;6;4;1;3
2021-04-27;207;93;114;50;39;118;3;13;23;4;30;12;11;3;13;24;14;1;3;1;2;7;6;5;9;9;3;4;5;2
2021-04-28;177;92;85;58;50;69;4;23;22;2;11;8;9;1;9;12;7;5;12;1;2;3;7;1;5;18;2;6;5;2
2021-04-29;165;78;87;63;24;78;1;14;9;4;7;6;2;1;9;31;5;5;10;2;2;3;5;2;12;7;9;8;6;5
2021-04-30;198;104;94;70;39;89;2;15;21;10;26;4;7;1;11;13;13;4;1;0;5;11;18;2;3;7;5;15;1;3
2021-05-01;112;59;53;25;29;58;1;17;11;0;13;2;8;0;4;3;20;1;1;0;1;3;3;0;4;11;2;0;7;0
2021-05-02;46;27;19;14;17;15;3;5;9;0;3;1;3;1;3;1;0;1;1;0;0;1;6;0;0;0;6;0;2;0
2021-05-03;120;63;57;44;13;63;3;2;8;6;8;5;5;2;2;17;9;2;7;1;1;4;11;3;4;4;6;4;6;0
2021-05-04;141;68;73;46;21;74;1;12;7;12;3;14;11;0;15;7;1;4;0;4;0;3;5;3;6;12;11;4;4;2
2021-05-05;148;84;64;45;24;79;2;8;14;10;13;5;9;3;2;15;8;5;11;2;1;3;6;7;5;2;6;3;7;1
2021-05-06;139;67;72;51;24;64;4;12;8;2;13;7;7;0;9;10;4;1;5;1;0;5;8;4;9;5;3;10;10;2
2021-05-07;118;65;53;27;34;57;5;10;19;3;12;9;6;0;7;12;2;0;5;0;0;1;7;2;4;3;3;2;6;0
2021-05-08;112;58;54;39;23;50;0;10;12;3;6;4;4;0;9;6;5;3;7;0;0;4;13;1;11;3;0;0;11;0
2021-05-09;47;22;25;17;8;22;1;1;6;0;3;4;2;5;2;3;2;1;0;0;2;1;9;0;2;1;1;1;0;0
2021-05-10;106;51;55;28;21;57;3;11;6;4;8;10;4;4;11;6;4;0;4;2;0;3;1;2;3;2;2;8;5;3
2021-05-11;141;67;74;34;19;88;1;13;5;2;11;8;11;1;15;11;6;2;2;4;1;2;5;3;5;4;2;8;17;2
2021-05-12;125;64;61;39;17;69;1;10;6;3;7;4;7;6;11;5;5;1;7;4;1;3;10;0;6;1;4;7;16;0
2021-05-13;128;64;64;40;17;71;3;6;8;2;12;9;8;2;14;2;6;5;1;4;0;2;19;2;8;3;1;4;7;0
2021-05-14;129;62;67;38;24;67;6;11;7;1;10;13;9;2;6;10;3;5;6;3;2;6;6;2;2;5;4;4;5;1
2021-05-15;101;54;47;22;19;60;4;5;10;1;14;13;2;3;9;4;4;4;4;3;0;7;3;1;1;3;1;1;3;1
2021-05-16;59;32;27;27;7;25;0;3;4;1;11;1;2;3;1;2;0;0;6;1;0;4;6;1;6;0;2;2;3;0
2021-05-17;115;57;58;38;27;50;3;13;8;8;7;5;5;4;6;6;1;2;8;0;2;3;5;5;8;3;0;4;9;0
2021-05-18;164;67;97;58;25;81;5;18;2;1;2;10;7;2;25;12;3;2;4;7;1;0;16;2;10;12;7;5;10;1
2021-05-19;157;73;84;58;29;70;1;15;9;8;7;10;7;0;16;9;2;5;1;2;3;2;7;15;15;1;6;8;8;0
2021-05-20;121;58;63;40;22;59;0;11;11;0;11;12;3;0;12;10;2;1;4;3;2;6;6;4;13;2;1;1;5;1
2021-05-21;133;67;66;45;12;76;1;9;2;4;11;11;6;0;8;14;1;1;6;11;0;2;8;7;10;1;3;6;9;2
2021-05-22;93;54;39;25;17;51;2;4;11;0;5;5;7;0;16;5;1;0;3;4;1;2;8;0;3;1;6;1;8;0
2021-05-23;49;31;18;15;12;22;3;4;5;0;5;4;2;4;1;1;0;2;2;2;1;1;1;0;5;1;2;1;1;1
2021-05-24;150;68;82;38;25;87;2;13;10;4;13;13;8;5;13;10;6;2;3;8;2;1;10;8;3;4;6;1;5;0
2021-05-25;205;111;94;52;37;116;1;25;11;1;9;21;17;6;10;30;3;2;5;5;2;3;3;2;8;18;5;3;12;3
2021-05-26;163;77;86;49;28;86;3;19;6;6;9;13;22;1;9;8;0;5;9;4;1;2;6;4;8;9;6;4;9;0
2021-05-27;172;83;89;43;40;89;4;23;13;3;16;3;19;4;12;12;3;8;1;4;2;0;10;4;10;7;2;3;5;4
2021-05-28;181;91;90;62;28;91;1;17;9;8;11;8;13;2;29;8;1;4;7;2;2;3;13;3;15;7;1;5;5;6
2021-05-29;116;64;52;42;17;57;1;14;2;2;20;8;4;0;5;11;2;2;2;2;0;1;12;3;10;2;5;0;1;7
2021-05-30;53;35;18;20;10;23;2;7;1;0;1;9;1;1;3;1;2;3;4;1;0;1;1;0;3;0;0;5;1;6
2021-05-31;212;113;99;83;35;94;3;18;14;4;14;20;5;0;14;17;5;6;7;5;5;6;7;8;10;7;4;6;4;23
2021-06-01;181;95;86;42;33;106;8;15;10;1;20;20;7;3;26;7;3;6;2;6;7;7;7;5;7;3;0;1;7;2
2021-06-02;198;99;99;75;20;103;1;11;8;2;14;23;13;0;10;18;5;5;5;4;10;6;5;2;13;9;1;12;9;12
2021-06-03;183;82;101;68;16;99;1;11;4;8;16;10;14;0;17;17;1;4;6;2;3;5;12;12;11;7;3;5;10;4
2021-06-04;215;126;89;74;25;116;0;19;6;3;20;16;15;2;18;16;2;7;5;6;2;8;12;4;18;11;2;5;11;7
2021-06-05;118;69;49;28;26;64;0;19;7;0;13;8;6;0;5;10;5;2;2;5;2;3;1;0;9;5;0;4;10;2
2021-06-06;49;26;23;13;12;24;0;7;5;1;0;3;3;0;4;3;4;2;0;1;0;1;3;2;3;0;1;3;3;0
2021-06-07;172;90;82;37;21;114;0;11;10;2;15;22;10;0;12;25;9;9;1;2;8;5;4;3;5;6;2;2;8;1
2021-06-08;185;93;92;58;19;108;1;16;1;7;24;10;11;0;19;22;4;3;0;0;5;16;10;1;10;6;4;4;9;2
2021-06-09;182;93;89;51;23;108;0;13;10;8;12;12;15;2;14;24;2;5;4;4;2;3;11;1;8;10;3;5;10;4
2021-06-10;185;93;92;54;22;109;2;15;5;2;18;8;8;2;23;27;9;3;1;3;0;5;11;0;6;7;5;15;6;4
2021-06-11;170;87;83;50;10;110;2;8;0;4;23;15;13;0;17;19;1;5;3;2;1;9;2;2;9;6;2;12;11;4
2021-06-12;125;54;71;38;6;81;0;3;3;1;24;3;10;2;5;11;9;3;3;4;2;1;8;0;6;6;1;10;9;1
2021-06-13;47;24;23;18;2;27;0;0;1;1;7;3;4;0;8;2;1;1;0;0;1;2;3;0;2;2;1;5;1;2
2021-06-14;195;86;109;58;11;126;1;3;7;5;17;19;14;1;28;21;9;5;4;4;2;7;4;2;7;9;6;13;3;4
2021-06-15;197;95;102;53;15;129;0;8;7;9;22;17;20;0;22;9;5;4;2;4;1;11;3;3;1;2;5;22;17;3
2021-06-16;227;112;115;57;26;144;0;17;9;8;27;26;19;1;17;12;6;6;3;9;7;4;10;0;11;8;3;9;13;2
2021-06-17;249;118;131;53;15;181;1;5;8;8;49;19;16;1;24;43;5;5;2;4;4;6;10;2;8;3;4;10;8;4
2021-06-18;245;121;124;73;21;151;2;5;14;3;18;34;27;0;27;21;3;5;8;2;3;11;7;9;11;8;4;9;11;3
2021-06-19;198;103;95;62;6;130;0;1;4;5;34;13;18;0;19;17;0;1;5;7;0;3;10;1;6;13;0;12;17;12
2021-06-20;88;41;47;23;4;61;0;1;3;1;19;13;4;1;5;8;2;2;2;1;0;5;4;0;2;5;0;1;5;4
2021-06-21;298;159;139;87;8;203;3;2;3;4;40;36;30;5;21;29;6;6;5;9;2;18;15;3;18;9;3;4;17;10
2021-06-22;412;217;195;63;21;328;0;13;5;10;86;36;46;5;50;51;8;12;6;5;3;9;6;7;9;10;1;7;22;5
2021-06-23;646;340;306;83;21;542;0;15;5;14;122;64;70;8;71;120;18;13;8;4;1;13;8;8;8;16;5;4;39;12
2021-06-24;213;122;91;40;17;156;4;10;3;10;26;23;17;13;22;15;12;1;6;1;3;9;6;2;3;5;0;5;16;1
2021-06-25;787;402;385;117;36;634;6;20;6;33;121;101;105;15;98;94;19;15;9;11;2;20;11;9;16;29;5;6;26;10
2021-06-26;590;261;329;82;39;469;5;26;8;5;103;47;48;10;53;120;10;39;17;2;3;16;11;1;12;14;1;6;32;1
2021-06-27;265;137;128;42;23;200;5;12;5;15;29;37;15;12;22;27;17;8;11;2;0;8;8;0;7;1;1;1;17;5
2021-06-28;986;487;499;144;74;768;2;46;17;31;153;100;92;14;106;137;39;48;25;9;10;34;18;13;10;14;6;8;48;6
2021-06-29;1278;658;620;156;84;1038;11;43;25;30;217;139;146;17;164;172;35;42;34;15;7;24;23;18;26;9;6;6;66;3
2021-06-30;1421;732;689;169;124;1128;17;67;35;54;273;128;102;26;154;188;61;54;17;21;13;26;24;11;33;20;9;4;72;12
2021-07-01;1571;807;764;236;135;1200;18;75;36;52;290;131;181;13;147;185;61;40;34;27;14;16;53;9;40;38;16;6;79;10
2021-07-02;1756;878;878;231;131;1394;21;72;34;63;274;168;168;21;181;256;87;69;26;25;18;29;41;17;32;33;14;11;85;10
2021-07-03;1130;561;569;129;111;890;11;48;46;25;212;96;98;17;101;164;39;32;27;14;10;11;20;8;21;16;3;6;98;7
2021-07-04;467;232;235;87;44;336;10;18;11;21;47;62;31;16;40;37;38;19;19;11;5;16;6;3;23;7;2;0;19;6
2021-07-05;1509;767;741;274;138;1097;20;75;42;44;210;107;172;19;168;105;86;92;34;40;31;37;41;21;40;38;9;12;55;11
2021-07-06;1891;951;940;286;174;1431;21;99;41;81;245;179;157;18;214;219;72;113;54;32;22;35;51;11;40;39;11;15;114;8
2021-07-07;2062;1052;1010;380;193;1489;18;108;55;65;267;194;194;40;248;180;71;99;80;34;14;41;60;24;37;67;25;11;109;21
2021-07-08;1966;957;1009;364;197;1405;21;126;35;58;281;186;158;21;181;190;67;116;85;58;45;35;56;16;53;34;15;16;104;9
2021-07-09;2328;1153;1175;434;191;1703;30;86;62;96;290;197;200;22;238;260;97;111;91;75;38;52;74;22;73;37;23;17;130;7
2021-07-10;1623;774;849;314;164;1145;50;74;37;43;168;130;131;14;131;225;67;90;71;29;36;36;44;11;55;29;7;11;120;14
2021-07-11;830;451;379;238;104;488;34;40;27;11;66;102;54;17;45;67;33;55;65;15;22;56;23;5;27;15;10;7;26;8
2021-07-12;2217;1124;1093;530;252;1435;42;123;64;77;233;187;183;25;212;171;118;101;106;66;16;78;89;16;104;63;31;17;84;10
2021-07-13;2663;1389;1274;652;275;1736;57;139;63;77;313;212;175;26;256;245;113;129;104;75;37;95;107;23;139;64;41;30;130;12
2021-07-14;2911;1511;1400;664;308;1939;45;155;95;89;298;208;228;20;300;313;101;143;107;108;51;61;138;34;119;79;23;27;144;25
2021-07-15;2682;1338;1344;659;276;1747;50;124;91;87;276;216;176;32;264;273;91;109;106;99;35;109;96;51;103;50;41;47;135;21
2021-07-16;2867;1451;1416;790;319;1758;55;157;84;96;291;222;198;28;164;306;73;156;137;122;30;135;116;51;136;60;51;48;124;26
2021-07-17;1959;990;969;516;189;1254;20;103;64;19;186;144;171;23;165;228;81;83;86;46;37;75;55;26;113;43;20;33;110;28
2021-07-18;979;527;452;365;133;481;48;57;24;20;44;80;36;24;65;56;31;55;91;32;19;61;34;19;87;20;9;17;42;8
2021-07-19;2742;1334;1408;801;298;1643;55;150;79;73;261;187;175;21;252;180;167;112;168;139;39;113;127;40;113;82;48;55;89;17
2021-07-20;3069;1533;1536;905;355;1809;54;187;99;75;265;224;221;27;260;265;141;112;141;110;58;132;135;53;150;91;43;77;123;26
2021-07-21;3069;1511;1558;877;303;1889;48;153;84;91;240;201;197;24;313;261;131;122;123;172;46;115;142;66;150;86;45;72;155;32
2021-07-22;2930;1478;1452;984;356;1590;71;180;95;66;238;202;213;21;221;198;143;92;153;101;39;140;144;51;191;82;51;82;105;50
2021-07-23;3028;1522;1506;1035;358;1635;53;191;89;100;195;202;174;19;225;238;95;130;141;139;45;133;155;81;192;88;90;52;143;58
2021-07-24;1805;860;945;598;191;1016;36;100;50;45;137;123;107;14;122;171;88;84;88;38;41;79;59;29;114;70;30;53;92;35
2021-07-25;818;399;419;377;100;341;34;44;20;11;55;72;27;10;28;23;37;18;60;30;12;51;43;23;113;29;17;22;32;7
2021-07-26;2653;1304;1349;967;242;1444;40;127;64;61;198;170;131;21;215;181;139;107;146;152;27;124;162;95;156;58;101;59;79;39
2021-07-27;2882;1461;1421;1013;284;1585;36;156;84;79;227;181;154;21;234;237;102;118;100;98;62;155;137;100;167;108;51;72;141;61
2021-07-28;2680;1286;1394;1092;247;1341;38;142;53;58;146;157;139;27;215;210;86;116;136;112;57;162;123;97;189;107;92;75;89;54
2021-07-29;2443;1178;1265;997;284;1162;59;132;75;79;135;148;109;22;153;155;122;79;98;98;56;112;119;126;184;65;62;87;80;88
2021-07-30;2501;1236;1265;1047;274;1180;44;175;53;20;168;136;144;12;106;147;78;125;102;148;40;115;155;129;204;98;70;65;98;68
2021-07-31;1481;718;763;571;167;743;18;86;59;57;117;72;84;7;103;101;75;29;49;47;45;110;70;43;118;43;41;35;55;17
2021-08-01;647;317;330;374;76;197;20;23;32;7;27;35;14;3;17;26;19;12;63;11;15;65;27;26;92;27;14;36;26;10
2021-08-02;2066;1030;1036;810;227;1029;29;114;76;66;115;103;110;13;195;98;117;83;71;81;17;97;100;113;143;88;72;71;56;38
2021-08-03;2020;959;1061;885;213;922;22;124;58;47;123;115;86;7;165;111;67;58;95;53;50;76;130;97;141;79;73;98;99;46
2021-08-04;1834;885;949;874;189;771;26;111;40;44;106;85;93;14;113;104;63;50;76;66;33;89;133;104;158;85;53;54;45;88
2021-08-05;1739;867;872;787;221;731;33;106;70;48;76;85;80;24;133;98;46;66;75;31;47;73;115;83;122;70;93;77;56;32
2021-08-06;1885;904;981;877;191;817;28;117;47;38;88;118;69;16;88;84;57;54;71;144;40;85;109;124;170;89;89;43;61;56
2021-08-07;1027;513;514;414;153;460;15;91;46;19;88;35;29;16;37;66;43;41;20;42;20;55;46;25;101;39;38;49;45;21
2021-08-08;387;195;192;167;55;165;23;20;12;2;14;29;13;11;15;8;15;12;19;18;5;14;11;8;61;15;9;20;28;5
2021-08-09;1514;735;779;747;144;623;19;72;51;30;81;76;61;14;76;81;58;71;86;50;51;75;124;65;126;61;63;57;27;39
2021-08-10;1594;778;816;726;162;706;33;89;38;31;91;94;80;15;82;94;41;42;49;78;37;84;122;82;104;46;76;68;59;59
2021-08-11;1404;696;708;666;133;605;24;58;40;32;88;55;62;12;78;73;51;54;74;74;32;53;95;66;112;45;67;74;36;48
2021-08-12;1304;625;678;587;140;577;22;78;33;18;73;66;80;7;64;65;55;46;41;73;43;56;68;55;92;48;73;63;37;48
2021-08-13;1324;615;709;650;176;498;42;82;41;35;77;53;42;14;65;84;21;45;41;44;33;41;94;67;111;55;90;87;29;31
2021-08-14;632;298;334;273;83;276;21;41;18;6;47;30;35;7;33;13;30;23;48;30;15;17;38;22;49;20;21;26;25;17
2021-08-15;358;173;185;208;58;92;23;22;13;1;13;23;5;6;17;4;3;9;33;7;7;35;22;15;50;14;10;17;4;5
2021-08-16;1046;520;526;524;118;404;33;47;25;24;47;44;36;4;76;30;44;47;37;43;33;47;58;66;70;52;41;86;22;34
2021-08-17;1126;548;578;561;144;421;31;67;42;22;56;46;57;10;60;39;22;36;35;33;28;59;72;41;89;58;57;76;44;46
2021-08-18;1067;535;532;555;101;411;20;45;29;13;71;49;50;6;52;50;30;29;43;37;28;45;66;62;89;53;80;48;31;41
2021-08-19;955;487;468;451;102;402;29;48;25;14;49;53;59;7;66;35;28;32;42;40;34;40;49;52;59;39;64;46;19;26
2021-08-20;958;458;500;515;109;334;22;58;21;33;39;52;33;2;47;42;17;38;39;19;34;50;46;48;98;30;84;50;20;36
2021-08-21;663;325;338;300;68;295;11;44;13;13;52;25;34;4;30;37;42;29;28;17;21;21;50;28;41;37;36;19;12;19
2021-08-22;245;114;131;138;32;75;15;12;5;3;8;10;6;1;10;5;5;9;10;10;5;26;19;8;34;10;9;10;8;7
2021-08-23;953;482;471;504;85;364;19;41;22;17;49;53;53;2;48;30;33;30;34;40;29;56;47;50;90;53;83;40;12;22
2021-08-24;835;400;435;419;89;327;11;53;21;20;38;55;28;1;31;50;29;20;34;36;30;40;50;30;43;42;52;73;23;25
2021-08-25;722;375;347;372;65;285;9;27;27;17;39;32;26;3;40;41;29;19;30;29;24;24;58;36;64;32;55;37;13;11
